Red Arrows,ORANJE,47,42
HoàngĐạiCa,TieuSo,49,50
BVB13,Szoboszlai,50,49
Bom&Sup,FPL Galaticos,70,49
Nikop,Fenix,48,47
savapain,NTPH,39,49
