TieuSo,ORANJE,68,30
savapain,HoàngĐạiCa,44,42
FPL Galaticos,BVB13,69,50
Bom&Sup,Szoboszlai,43,70
Nikop,NTPH,52,39
Fenix,Red Arrows,54,46
