TieuSo,Fenix,73,76
Red Arrows,Nikop,89,74
NTPH,Bom&Sup,73,86
Szoboszlai,FPL Galaticos,53,74
BVB13,savapain,75,80
HoàngĐạiCa,ORANJE,71,78
