TieuSo,Nikop,70,76
Fenix,Bom&Sup,62,57
Red Arrows,FPL Galaticos,69,67
NTPH,savapain,64,77
Szoboszlai,ORANJE,88,67
BVB13,HoàngĐạiCa,73,52
