TieuSo,Szoboszlai,69,96
BVB13,NTPH,77,94
HoàngĐạiCa,Red Arrows,73,60
ORANJE,Fenix,67,78
savapain,Nikop,93,76
FPL Galaticos,Bom&Sup,61,81
