TieuSo,HoàngĐạiCa,37,25
ORANJE,BVB13,59,27
savapain,Szoboszlai,64,68
FPL Galaticos,NTPH,53,49
Bom&Sup,Red Arrows,51,38
Nikop,Fenix,38,34
