Bom&Sup,BVB13,51,59
Fenix,FPL Galaticos,74,61
Nikop,Szoboszlai,46,64
ORANJE,savapain,63,57
NTPH,TieuSo,56,36
Red Arrows,HoàngĐạiCa,50,63
